"CPU","Function Name","Module","Inclusive","Exclusive","% Inclusive","% Exclusive","Comment"
"2","0x819E9BD8","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819F3B00","xam.xex","7","1","0,01 %","0,00 %",""
"2","0x80091E60","xboxkrnl.exe","10","1","0,02 %","0,00 %",""
"2","0x80092710","xboxkrnl.exe","32","1","0,06 %","0,00 %",""
"2","0x800858A0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x81A495E8","xam.xex","2","1","0,00 %","0,00 %",""
"2","0x81A53448","xam.xex","2","1","0,00 %","0,00 %",""
"2","0x81A55510","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x81A4E598","xam.xex","2","1","0,00 %","0,00 %",""
"2","0x819F1E98","xam.xex","5","1","0,01 %","0,00 %",""
"2","0x819FC640","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819A39B0","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819FE060","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x800848C0","xboxkrnl.exe","9","1","0,02 %","0,00 %",""
"2","0x819EA480","xam.xex","5","1","0,01 %","0,00 %",""
"2","0x81A00840","xam.xex","6","1","0,01 %","0,00 %",""
"2","0x80085A50","xboxkrnl.exe","11","1","0,02 %","0,00 %",""
"2","0x80081DE0","xboxkrnl.exe","6","1","0,01 %","0,00 %",""
"2","0x819FD728","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819E84D8","xam.xex","7","1","0,01 %","0,00 %",""
"2","0x81A02230","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x800845B0","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"2","0x91F4BDD0","xbdm.xex","118","1","0,23 %","0,00 %",""
"2","D3D::InterruptCallback","main.xex","6","1","0,01 %","0,00 %",""
"2","0x91F3EF88","xbdm.xex","83","1","0,16 %","0,00 %",""
"2","0x91F4B9D0","xbdm.xex","110","1","0,22 %","0,00 %",""
"2","0x91F8F784","xbdm.xex","1","1","0,00 %","0,00 %",""
"2","0x91F389C0","xbdm.xex","63","1","0,12 %","0,00 %",""
"2","0x800858A8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x819EE520","xam.xex","25","1","0,05 %","0,00 %",""
"2","0x8009F478","xboxkrnl.exe","27","1","0,05 %","0,00 %",""
"2","0x91F3F0E0","xbdm.xex","510","1","1,01 %","0,00 %",""
"2","0x81A01250","xam.xex","480","1","0,95 %","0,00 %",""
"2","0x819E8530","xam.xex","135","1","0,27 %","0,00 %",""
"2","0x91F717A0","xbdm.xex","576","1","1,14 %","0,00 %",""
"2","0x80121210","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x800936B8","xboxkrnl.exe","50","1","0,10 %","0,00 %",""
"2","0x81A4E710","xam.xex","236","1","0,47 %","0,00 %",""
"2","0x819DE148","xam.xex","149","1","0,29 %","0,00 %",""
"2","0x80083F90","xboxkrnl.exe","20","1","0,04 %","0,00 %",""
"2","0x819A38E0","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x91F2CD88","xbdm.xex","1","1","0,00 %","0,00 %",""
"2","0x91F29768","xbdm.xex","14","1","0,03 %","0,00 %",""
"2","0x800E7518","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x800858F0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x80096DA0","xboxkrnl.exe","4","1","0,01 %","0,00 %",""
"2","0x819ECDF8","xam.xex","22","1","0,04 %","0,00 %",""
"2","0x819A3B10","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819FB958","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819A3A28","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x91F5EF58","xbdm.xex","64","1","0,13 %","0,00 %",""
"2","0x91F5E930","xbdm.xex","67","1","0,13 %","0,00 %",""
"2","0x91F77778","xbdm.xex","3","1","0,01 %","0,00 %",""
"2","0x80096FC0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x81A01150","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819A38F8","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819A38B8","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x8009B2C8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x81A55454","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x80120810","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x819A3A80","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x80089228","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x80099120","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x80074C10","xboxkrnl.exe","3","1","0,01 %","0,00 %",""
"2","0x819FE730","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x8009FA68","xboxkrnl.exe","6","1","0,01 %","0,00 %",""
"2","0x819A3B28","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x91F362C8","xbdm.xex","1","1","0,00 %","0,00 %",""
"2","0x8012270C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x8008005C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x8007FF58","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x81A4A908","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819A3A94","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819E8AB0","xam.xex","5","1","0,01 %","0,00 %",""
"2","0x8009D964","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x800833D0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x819EEBA8","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819A3880","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819E8908","xam.xex","10","1","0,02 %","0,00 %",""
"2","0x81A4A9D0","xam.xex","3","1","0,01 %","0,00 %",""
"2","0x8008922C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x819ECF88","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x819E8830","xam.xex","7","1","0,01 %","0,00 %",""
"2","0x91F5E040","xbdm.xex","3","1","0,01 %","0,00 %",""
"2","0x8008533C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x800723D8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x819FB984","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x80099124","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"2","0x819EB338","xam.xex","1","1","0,00 %","0,00 %",""
"2","0x800925D8","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"2","0x91F5E120","xbdm.xex","1","0","0,00 %","0,00 %",""
"2","0x81A4AAA0","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x800F3FD0","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"2","unknown","","26","0","0,05 %","0,00 %",""
"2","0x8011FB28","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"2","0x819E89E0","xam.xex","29","0","0,06 %","0,00 %",""
"2","0x80088040","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"2","0x800745F0","xboxkrnl.exe","987","0","1,95 %","0,00 %",""
"2","0x91F718F0","xbdm.xex","1","0","0,00 %","0,00 %",""
"2","0x819F4D40","xam.xex","7","0","0,01 %","0,00 %",""
"2","0x800F19D0","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"2","0x81A4DB28","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x91F4FD58","xbdm.xex","2","0","0,00 %","0,00 %",""
"2","0x81A4BE78","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x80106550","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"2","0x91F40138","xbdm.xex","5","0","0,01 %","0,00 %",""
"2","0x819F8940","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x91F3E3A0","xbdm.xex","70","0","0,14 %","0,00 %",""
"2","0x819D95D0","xam.xex","76","0","0,15 %","0,00 %",""
"2","0x91F52D30","xbdm.xex","75","0","0,15 %","0,00 %",""
"2","0x81927048","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x819FA030","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x819DED30","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x91F3EE38","xbdm.xex","26","0","0,05 %","0,00 %",""
"2","0x81A4C360","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x91F5DAD8","xbdm.xex","66","0","0,13 %","0,00 %",""
"2","0x8009D160","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"2","0x8008682C","xboxkrnl.exe","992","0","1,96 %","0,00 %",""
"2","0x91F36368","xbdm.xex","59","0","0,12 %","0,00 %",""
"2","0x91F3E2D8","xbdm.xex","4","0","0,01 %","0,00 %",""
"2","0x91F5F0A8","xbdm.xex","66","0","0,13 %","0,00 %",""
"2","0x91F70EF0","xbdm.xex","4","0","0,01 %","0,00 %",""
"2","0x80079AA8","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"2","0x819FE810","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x800CDB68","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"2","0x800B0138","xboxkrnl.exe","6","0","0,01 %","0,00 %",""
"2","0x800B0D90","xboxkrnl.exe","6","0","0,01 %","0,00 %",""
"2","0x91F5D7F8","xbdm.xex","1","0","0,00 %","0,00 %",""
"2","0x81927400","xam.xex","9","0","0,02 %","0,00 %",""
"2","0x8009F390","xboxkrnl.exe","5","0","0,01 %","0,00 %",""
"2","0x91F317E8","xbdm.xex","3","0","0,01 %","0,00 %",""
"2","0x91F5EEF8","xbdm.xex","2","0","0,00 %","0,00 %",""
"2","0x81A26238","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x819DE7C0","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x819F6EF0","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x91F716E0","xbdm.xex","1","0","0,00 %","0,00 %",""
"2","0x819DE518","xam.xex","7","0","0,01 %","0,00 %",""
"2","0x91F71560","xbdm.xex","7","0","0,01 %","0,00 %",""
"2","0x819ECC40","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x91F5D7A8","xbdm.xex","4","0","0,01 %","0,00 %",""
"2","0x81A54510","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x819F52D0","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x81A226D0","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x81A00DE8","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x81A4D018","xam.xex","2","0","0,00 %","0,00 %",""
"2","XapiThreadStartup","main.xex","5","0","0,01 %","0,00 %",""
"2","0x81A4E9E8","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x81A4C638","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x81A50640","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x80083F00","xboxkrnl.exe","10","0","0,02 %","0,00 %",""
"2","0x91F5DDD0","xbdm.xex","1","0","0,00 %","0,00 %",""
"2","0x819ED3E8","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x819F5828","xam.xex","4","0","0,01 %","0,00 %",""
"2","0x819F0308","xam.xex","2","0","0,00 %","0,00 %",""
"2","0x81A50D68","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x819F7F00","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x81A50158","xam.xex","2","0","0,00 %","0,00 %",""
"2","0x819DD5F0","xam.xex","7","0","0,01 %","0,00 %",""
"2","0x81928648","xam.xex","120","0","0,24 %","0,00 %",""
"2","0x819DD388","xam.xex","3","0","0,01 %","0,00 %",""
"2","0x819F6060","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x819E85E8","xam.xex","8","0","0,02 %","0,00 %",""
"2","0x819DE008","xam.xex","1","0","0,00 %","0,00 %",""
"2","0x91F713B0","xbdm.xex","1","0","0,00 %","0,00 %",""
"2","0x91F5D938","xbdm.xex","1","0","0,00 %","0,00 %",""
"3","Idle","","50394","50394","99,68 %","99,68 %",""
"3","0x80086960","xboxkrnl.exe","8","8","0,02 %","0,02 %",""
"3","0x819263A0","xam.xex","6","6","0,01 %","0,01 %",""
"3","0x81D9C6F0","xam.xex","40","5","0,08 %","0,01 %",""
"3","0x81D9C010","xam.xex","17","5","0,03 %","0,01 %",""
"3","0x81926900","xam.xex","8","5","0,02 %","0,01 %",""
"3","0x91F5F208","xbdm.xex","6","5","0,01 %","0,01 %",""
"3","0x8007FF78","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"3","0x8007FFB0","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"3","0x81953670","xam.xex","8","4","0,02 %","0,01 %",""
"3","0x9124C070","community.xex","60","4","0,12 %","0,01 %",""
"3","0x81DA1D30","xam.xex","4","4","0,01 %","0,01 %",""
"3","0x819288B8","xam.xex","8","4","0,02 %","0,01 %",""
"3","0x81927458","xam.xex","4","4","0,01 %","0,01 %",""
"3","0x91F5E988","xbdm.xex","6","3","0,01 %","0,01 %",""
"3","0x8009B36C","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"3","0x81928310","xam.xex","148","3","0,29 %","0,01 %",""
"3","0x80085C24","xboxkrnl.exe","4","3","0,01 %","0,01 %",""
"3","0x81DEAEF4","xam.xex","3","3","0,01 %","0,01 %",""
"3","0x81928908","xam.xex","13","3","0,03 %","0,01 %",""
"3","0x81C0E400","xam.xex","9","3","0,02 %","0,01 %",""
"3","0x91248D08","community.xex","45","2","0,09 %","0,00 %",""
"3","0x81B19CF8","xam.xex","4","2","0,01 %","0,00 %",""
"3","0x81927130","xam.xex","3","2","0,01 %","0,00 %",""
"3","0x81997C00","xam.xex","2","2","0,00 %","0,00 %",""
"3","0x81D9E500","xam.xex","4","2","0,01 %","0,00 %",""
"3","0x9127C9DC","community.xex","2","2","0,00 %","0,00 %",""
"3","0x81927768","xam.xex","2","2","0,00 %","0,00 %",""
"3","0x819A9104","xam.xex","2","2","0,00 %","0,00 %",""
"3","0x8009B5CC","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"3","0x80087A64","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"3","0x91F5D848","xbdm.xex","3","2","0,01 %","0,00 %",""
"3","0x81DA25F8","xam.xex","2","2","0,00 %","0,00 %",""
"3","0x8009FA68","xboxkrnl.exe","3","2","0,01 %","0,00 %",""
"3","0x81C76CF8","xam.xex","5","1","0,01 %","0,00 %",""
"3","0x91F8FA70","xbdm.xex","1","1","0,00 %","0,00 %",""
"3","0x9127C7A0","community.xex","32","1","0,06 %","0,00 %",""
"3","0x91F5D7F8","xbdm.xex","2","1","0,00 %","0,00 %",""
"3","0x81926E10","xam.xex","3","1","0,01 %","0,00 %",""
"3","0x81C79DA8","xam.xex","6","1","0,01 %","0,00 %",""
"3","0x80085D9C","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"3","0x9124C508","community.xex","2","1","0,00 %","0,00 %",""
"3","0x80082C08","xboxkrnl.exe","3","1","0,01 %","0,00 %",""
"3","0x8009F200","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x81912DE0","xam.xex","20","1","0,04 %","0,00 %",""
"3","0x8008011C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x8007FF40","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x80080A88","xboxkrnl.exe","10","1","0,02 %","0,00 %",""
"3","0x81DA3730","xam.xex","2","1","0,00 %","0,00 %",""
"3","0x8007FF8C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x8192E400","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x81D9B3F8","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x80087A8C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x81C7C9A0","xam.xex","4","1","0,01 %","0,00 %",""
"3","0x8009BA30","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x8009F7B8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x91243620","community.xex","61","1","0,12 %","0,00 %",""
"3","0x81915980","xam.xex","10","1","0,02 %","0,00 %",""
"3","0x81DA2EE0","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x9124ADA0","community.xex","2","1","0,00 %","0,00 %",""
"3","0x81DA1878","xam.xex","8","1","0,02 %","0,00 %",""
"3","0x800833C0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x9127ACF8","community.xex","2","1","0,00 %","0,00 %",""
"3","0x81996CF8","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x8009A28C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x80088000","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x9127C94C","community.xex","1","1","0,00 %","0,00 %",""
"3","0x9127ADA0","community.xex","4","1","0,01 %","0,00 %",""
"3","0x800800EC","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x81B923E8","xam.xex","3","1","0,01 %","0,00 %",""
"3","0x819E5B40","xam.xex","2","1","0,00 %","0,00 %",""
"3","0x81C7B1D8","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x8009BB0C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x9127CADC","community.xex","1","1","0,00 %","0,00 %",""
"3","0x80083330","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x81DEB6B4","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x800800F8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x8195BA18","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x818E1958","xam.xex","1","1","0,00 %","0,00 %",""
"3","0x8009B34C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x800833C4","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x91250620","community.xex","1","1","0,00 %","0,00 %",""
"3","0x9127CD4C","community.xex","1","1","0,00 %","0,00 %",""
"3","0x800E9518","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x8009BA3C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x8009B374","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x91F73FC8","xbdm.xex","1","1","0,00 %","0,00 %",""
"3","0x80080060","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"3","0x81929FE0","xam.xex","10","0","0,02 %","0,00 %",""
"3","0x81975578","xam.xex","3","0","0,01 %","0,00 %",""
"3","0x81B18C00","xam.xex","3","0","0,01 %","0,00 %",""
"3","0x81D9E788","xam.xex","5","0","0,01 %","0,00 %",""
"3","0x81BAC980","xam.xex","2","0","0,00 %","0,00 %",""
"3","0x81B199B8","xam.xex","4","0","0,01 %","0,00 %",""
"3","0x81953790","xam.xex","8","0","0,02 %","0,00 %",""
"3","0x8009F390","xboxkrnl.exe","4","0","0,01 %","0,00 %",""
"3","0x91249218","community.xex","2","0","0,00 %","0,00 %",""
"3","0x912507D0","community.xex","1","0","0,00 %","0,00 %",""
"3","0x8192EB10","xam.xex","1","0","0,00 %","0,00 %",""
"3","0x81B19A28","xam.xex","7","0","0,01 %","0,00 %",""
"3","0x81C727E0","xam.xex","41","0","0,08 %","0,00 %",""
"3","0x81C728E0","xam.xex","41","0","0,08 %","0,00 %",""
"3","0x800881D0","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"3","0x819D9F58","xam.xex","1","0","0,00 %","0,00 %",""
"3","0x819134E0","xam.xex","29","0","0,06 %","0,00 %",""
"3","0x8008682C","xboxkrnl.exe","148","0","0,29 %","0,00 %",""
"3","0x819298E8","xam.xex","7","0","0,01 %","0,00 %",""
"3","0x800745F0","xboxkrnl.exe","148","0","0,29 %","0,00 %",""
"3","0x81D9D0F0","xam.xex","40","0","0,08 %","0,00 %",""
"3","0x81BA7780","xam.xex","2","0","0,00 %","0,00 %",""
"3","unknown","","2","0","0,00 %","0,00 %",""
"3","0x81974A68","xam.xex","3","0","0,01 %","0,00 %",""
"3","0x819DF138","xam.xex","1","0","0,00 %","0,00 %",""
"3","0x800E9438","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"3","0x81928648","xam.xex","148","0","0,29 %","0,00 %",""
"3","0x81927808","xam.xex","127","0","0,25 %","0,00 %",""
"4","Idle","","46277","46277","91,53 %","91,53 %",""
"4","0x8014C730","xboxkrnl.exe","906","906","1,79 %","1,79 %",""
"4","0x8014CB38","xboxkrnl.exe","374","374","0,74 %","0,74 %",""
"4","0x80133008","xboxkrnl.exe","252","252","0,50 %","0,50 %",""
"4","0x8014D200","xboxkrnl.exe","198","198","0,39 %","0,39 %",""
"4","0x8014DF88","xboxkrnl.exe","146","146","0,29 %","0,29 %",""
"4","0x801331D0","xboxkrnl.exe","123","123","0,24 %","0,24 %",""
"4","0x8014BE38","xboxkrnl.exe","108","108","0,21 %","0,21 %",""
"4","0x8014AC40","xboxkrnl.exe","91","91","0,18 %","0,18 %",""
"4","LEAPCORE::CXboxRendererConnection::DriverCallback","main.xex","155","89","0,31 %","0,18 %","Recursive"
"4","0x8014C438","xboxkrnl.exe","81","81","0,16 %","0,16 %",""
"4","0x800858F8","xboxkrnl.exe","80","80","0,16 %","0,16 %",""
"4","0x8014AF70","xboxkrnl.exe","78","78","0,15 %","0,15 %",""
"4","0x80086960","xboxkrnl.exe","77","77","0,15 %","0,15 %",""
"4","0x8014A740","xboxkrnl.exe","72","72","0,14 %","0,14 %",""
"4","0x81B5AAA0","xam.xex","77","69","0,15 %","0,14 %",""
"4","0x8014DA70","xboxkrnl.exe","67","67","0,13 %","0,13 %",""
"4","0x81B720B8","xam.xex","63","63","0,12 %","0,12 %",""
"4","0x8014C340","xboxkrnl.exe","56","56","0,11 %","0,11 %",""
"4","0x8012E8D0","xboxkrnl.exe","57","45","0,11 %","0,09 %",""
"4","0x8014BCC0","xboxkrnl.exe","44","44","0,09 %","0,09 %",""
"4","0x80149548","xboxkrnl.exe","46","41","0,09 %","0,08 %",""
"4","0x8014B580","xboxkrnl.exe","40","40","0,08 %","0,08 %",""
"4","0x8014D660","xboxkrnl.exe","39","39","0,08 %","0,08 %",""
"4","XMAHALReadAndLockContexts","main.xex","43","38","0,09 %","0,08 %",""
"4","0x8014A8A8","xboxkrnl.exe","40","33","0,08 %","0,07 %",""
"4","0x81B68620","xam.xex","114","30","0,23 %","0,06 %",""
"4","0x81B51088","xam.xex","436","29","0,86 %","0,06 %",""
"4","0x80080058","xboxkrnl.exe","27","27","0,05 %","0,05 %",""
"4","0x91F5F208","xbdm.xex","25","23","0,05 %","0,05 %",""
"4","OAPIPELINE::MatrixMixFromFl32StereoTo5Point1Vmx","main.xex","23","23","0,05 %","0,05 %",""
"4","OAPIPELINE::MatrixMixFromFl32DiagonalVmx","main.xex","19","19","0,04 %","0,04 %",""
"4","0x80085C24","xboxkrnl.exe","19","16","0,04 %","0,03 %",""
"4","0x81B50C00","xam.xex","67","16","0,13 %","0,03 %",""
"4","0x81D9C010","xam.xex","26","15","0,05 %","0,03 %",""
"4","0x800887D8","xboxkrnl.exe","15","15","0,03 %","0,03 %",""
"4","0x8012D588","xboxkrnl.exe","23","15","0,05 %","0,03 %",""
"4","LEAPCORE::CSWVoice::CallOnVoiceProcessingPassStart","main.xex","13","13","0,03 %","0,03 %",""
"4","memset","main.xex","13","13","0,03 %","0,03 %",""
"4","0x80148A70","xboxkrnl.exe","21","13","0,04 %","0,03 %",""
"4","LEAPCORE::CGraphManager::ProcessGraph","main.xex","330","12","0,65 %","0,02 %",""
"4","0x8014D068","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"4","OAPIPELINE::MatrixMixFromInt16DiagonalVmx","main.xex","12","12","0,02 %","0,02 %",""
"4","0x80082C08","xboxkrnl.exe","30","12","0,06 %","0,02 %",""
"4","0x80132968","xboxkrnl.exe","2604","12","5,15 %","0,02 %",""
"4","0x80130448","xboxkrnl.exe","3721","11","7,36 %","0,02 %",""
"4","0x80131D48","xboxkrnl.exe","18","11","0,04 %","0,02 %",""
"4","LEAPFX::CAudioFilterMatrixMix::Process","main.xex","35","11","0,07 %","0,02 %",""
"4","0x81B5F3B8","xam.xex","144","11","0,28 %","0,02 %",""
"4","0x8009B34C","xboxkrnl.exe","10","10","0,02 %","0,02 %",""
"4","LEAPCORE::CSWVoice::Process","main.xex","97","10","0,19 %","0,02 %",""
"4","0x81B500B8","xam.xex","34","10","0,07 %","0,02 %",""
"4","0x801484D0","xboxkrnl.exe","2453","9","4,85 %","0,02 %",""
"4","QueueGet","main.xex","9","9","0,02 %","0,02 %",""
"4","0x819A44B8","xam.xex","8","8","0,02 %","0,02 %",""
"4","0x8009B36C","xboxkrnl.exe","8","8","0,02 %","0,02 %",""
"4","LEAPCORE::CGraphManager::UpdatePerformanceData","main.xex","44","8","0,09 %","0,02 %",""
"4","LEAPCORE::CBufferManager::ResetAllBuffers","main.xex","8","8","0,02 %","0,02 %",""
"4","0x80131FE0","xboxkrnl.exe","16","7","0,03 %","0,01 %",""
"4","0x80149940","xboxkrnl.exe","958","7","1,89 %","0,01 %",""
"4","0x81B5E250","xam.xex","95","7","0,19 %","0,01 %",""
"4","CThreadBase::ThreadSleep","main.xex","19","6","0,04 %","0,01 %",""
"4","LEAPFX::CAudioSRC::CalcInputFrames","main.xex","6","6","0,01 %","0,01 %",""
"4","0x8014B1F0","xboxkrnl.exe","7","6","0,01 %","0,01 %",""
"4","0x81B60008","xam.xex","11","6","0,02 %","0,01 %",""
"4","0x8014CF70","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"4","0x81928908","xam.xex","8","6","0,02 %","0,01 %",""
"4","0x819A44BC","xam.xex","6","6","0,01 %","0,01 %",""
"4","0x81D9E500","xam.xex","12","6","0,02 %","0,01 %",""
"4","0x80090DA8","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"4","0x8014A260","xboxkrnl.exe","10","6","0,02 %","0,01 %",""
"4","0x800848C0","xboxkrnl.exe","41","6","0,08 %","0,01 %",""
"4","0x80085B48","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"4","0x81B53D88","xam.xex","208","5","0,41 %","0,01 %",""
"4","0x81928310","xam.xex","120","5","0,24 %","0,01 %",""
"4","0x91F5ECC0","xbdm.xex","5","5","0,01 %","0,01 %",""
"4","0x80132F18","xboxkrnl.exe","426","5","0,84 %","0,01 %",""
"4","0x801493C8","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"4","0x819A44C0","xam.xex","5","5","0,01 %","0,01 %",""
"4","0x8012FF20","xboxkrnl.exe","11","5","0,02 %","0,01 %",""
"4","0x81B6A2D8","xam.xex","68","5","0,13 %","0,01 %",""
"4","0x81B4FEB8","xam.xex","5","5","0,01 %","0,01 %",""
"4","0x801490B0","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"4","0x800800E8","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"4","RtlpCoalesceFreeBlocks","main.xex","5","5","0,01 %","0,01 %",""
"4","LEAPCORE::CSWVoice::ProcessOneShot","main.xex","23","5","0,05 %","0,01 %",""
"4","0x801487D0","xboxkrnl.exe","30","5","0,06 %","0,01 %",""
"4","0x91F5DDD0","xbdm.xex","9","5","0,02 %","0,01 %",""
"4","LEAPCORE::CGraphManager::ThreadProc","main.xex","357","5","0,71 %","0,01 %",""
"4","0x8014A0F0","xboxkrnl.exe","8","5","0,02 %","0,01 %",""
"4","0x80131E78","xboxkrnl.exe","7","5","0,01 %","0,01 %",""
"4","0x8009B5CC","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"4","0x81DA3730","xam.xex","6","4","0,01 %","0,01 %",""
