"CPU","Function Name","Module","Inclusive","Exclusive","% Inclusive","% Exclusive","Comment"
"0","D3D::SetViewport","main.xex","3","1","0,01 %","0,00 %",""
"0","0x80085334","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x80087FE8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::SynchronizeToPresentationInterval","main.xex","5","1","0,01 %","0,00 %",""
"0","0x91F29160","xbdm.xex","2","1","0,00 %","0,00 %",""
"0","0x91F5D988","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","D3D::FlushCachedMemory","main.xex","1","1","0,00 %","0,00 %",""
"0","D3DDevice_SetVertexShaderConstantFN","main.xex","1","1","0,00 %","0,00 %",""
"0","0x80088030","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x80087E64","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x80095D80","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x81912DE0","xam.xex","8","1","0,02 %","0,00 %",""
"0","0x91F5D980","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x80095D84","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x8008587C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x80087E94","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x91F73E28","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F743E0","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","D3DDevice_Clear","main.xex","13","1","0,03 %","0,00 %",""
"0","0x80080130","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3DDevice_DrawVertices","main.xex","29","1","0,06 %","0,00 %",""
"0","D3DDevice_SetSamplerState_MinFilter","main.xex","1","1","0,00 %","0,00 %",""
"0","0x8007FF88","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x81960160","xam.xex","21","1","0,04 %","0,00 %",""
"0","0x80087E78","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x80088980","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"0","0x91F5DA60","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x8009F960","xboxkrnl.exe","4","1","0,01 %","0,00 %",""
"0","0x91F73E44","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F73E14","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F617B0","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x8009FC48","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x81929FE0","xam.xex","3","1","0,01 %","0,00 %",""
"0","0x91F57630","xbdm.xex","7","1","0,01 %","0,00 %",""
"0","0x91F5CBF8","xbdm.xex","2","1","0,00 %","0,00 %",""
"0","0x91F58758","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","D3D::SetPending_HiZEnable","main.xex","1","1","0,00 %","0,00 %",""
"0","0x91F5DAB8","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x80083370","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::TrainEDRAM","main.xex","5","1","0,01 %","0,00 %",""
"0","D3DPerfCounters_GetValues","main.xex","1","0","0,00 %","0,00 %",""
"0","main","main.xex","15949","0","31,55 %","0,00 %",""
"0","mainCRTStartup","main.xex","15949","0","31,55 %","0,00 %",""
"0","PIXSubmitDrPixCounters","main.xex","1","0","0,00 %","0,00 %",""
"0","D3D::ClearRects","main.xex","1","0","0,00 %","0,00 %",""
"0","D3D::ClearSurface","main.xex","2","0","0,00 %","0,00 %",""
"0","0x8009B4D8","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"0","0x91F5DA08","xbdm.xex","1","0","0,00 %","0,00 %",""
"0","D3D::CDevice::BeginRingAlloc","main.xex","2","0","0,00 %","0,00 %",""
"0","D3D::GetGPUPerfCounters","main.xex","3","0","0,01 %","0,00 %",""
"0","0x800925D8","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"0","0x8009D980","xboxkrnl.exe","18","0","0,04 %","0,00 %",""
"0","D3D::SubmitGeneralCounters","main.xex","4","0","0,01 %","0,00 %",""
"0","0x91F5A618","xbdm.xex","11","0","0,02 %","0,00 %",""
"0","0x91F5EC10","xbdm.xex","21","0","0,04 %","0,00 %",""
"0","0x8191F248","xam.xex","12","0","0,02 %","0,00 %",""
"0","0x91F5D4C8","xbdm.xex","6","0","0,01 %","0,00 %",""
"0","D3DDevice_ClearF","main.xex","12","0","0,02 %","0,00 %",""
"0","0x80092540","xboxkrnl.exe","4","0","0,01 %","0,00 %",""
"0","unknown","","29","0","0,06 %","0,00 %",""
"0","RtlFreeHeap","main.xex","2","0","0,00 %","0,00 %",""
"0","0x91F5EC70","xbdm.xex","1","0","0,00 %","0,00 %",""
"0","LocalFree","main.xex","2","0","0,00 %","0,00 %",""
"0","0x800961B0","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"0","0x800DD700","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"0","0x800D3630","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"0","0x91243698","community.xex","4","0","0,01 %","0,00 %",""
"0","0x91F55C28","xbdm.xex","3","0","0,01 %","0,00 %",""
"0","0x80088680","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"0","0x91F59980","xbdm.xex","1","0","0,00 %","0,00 %",""
"0","D3D::DestroyResource","main.xex","629","0","1,24 %","0,00 %",""
"0","XapiThreadStartup","main.xex","32450","0","64,18 %","0,00 %",""
"0","0x8192EB10","xam.xex","1","0","0,00 %","0,00 %",""
"0","D3D::CDevice::StartNewSegment","main.xex","1","0","0,00 %","0,00 %",""
"0","0x91F5DDD0","xbdm.xex","3","0","0,01 %","0,00 %",""
"0","0x8008682C","xboxkrnl.exe","48399","0","95,73 %","0,00 %",""
"0","0x8008C328","xboxkrnl.exe","15949","0","31,55 %","0,00 %",""
"0","D3DResource_Release","main.xex","629","0","1,24 %","0,00 %",""
"0","0x91F5DD20","xbdm.xex","1","0","0,00 %","0,00 %",""
"0","0x91F5E250","xbdm.xex","1","0","0,00 %","0,00 %",""
"0","0x819134E0","xam.xex","11","0","0,02 %","0,00 %",""
"0","0x819298E8","xam.xex","1","0","0,00 %","0,00 %",""
"0","D3D::CDevice::QueueIndirectBuffer","main.xex","7","0","0,01 %","0,00 %",""
"0","0x91F293D8","xbdm.xex","50","0","0,10 %","0,00 %",""
"0","D3DDevice_SetViewport","main.xex","1","0","0,00 %","0,00 %",""
"0","Render","main.xex","257","0","0,51 %","0,00 %",""
"0","D3D::PixSwap","main.xex","163","0","0,32 %","0,00 %",""
"1","put_h264_chroma_mc8_c","main.xex","5840","5840","11,55 %","11,55 %",""
"1","h264_loop_filter_luma_c","main.xex","3270","3270","6,47 %","6,47 %",""
"1","get_cabac_inline","main.xex","2682","2682","5,30 %","5,30 %",""
"1","weight_h264_pixels16x16_c","main.xex","2626","2626","5,19 %","5,19 %",""
"1","avg_h264_chroma_mc8_c","main.xex","2374","2374","4,70 %","4,70 %",""
"1","put_h264_qpel8_h_lowpass","main.xex","2155","2155","4,26 %","4,26 %",""
"1","h264_loop_filter_chroma_c","main.xex","1957","1957","3,87 %","3,87 %",""
"1","fill_filter_caches","main.xex","1681","1681","3,32 %","3,32 %",""
"1","filter_mb_dir","main.xex","8095","1540","16,01 %","3,05 %",""
"1","put_h264_qpel8_hv_lowpass","main.xex","1535","1535","3,04 %","3,04 %",""
"1","fill_decode_caches","main.xex","1330","1330","2,63 %","2,63 %",""
"1","put_h264_qpel8_v_lowpass","main.xex","1326","1326","2,62 %","2,62 %",""
"1","memcpy","main.xex","1325","1325","2,62 %","2,62 %",""
"1","put_no_rnd_qpel16_mc00_c","main.xex","1320","1320","2,61 %","2,61 %",""
"1","ff_h264_decode_mb_cabac","main.xex","6913","1214","13,67 %","2,40 %",""
"1","Idle","","1140","1140","2,25 %","2,25 %",""
"1","hl_decode_mb_internal","main.xex","25950","971","51,33 %","1,92 %",""
"1","avg_h264_qpel16_mc00_c","main.xex","850","850","1,68 %","1,68 %",""
"1","decode_cabac_residual_internal","main.xex","790","673","1,56 %","1,33 %",""
"1","mc_dir_part","main.xex","9433","665","18,66 %","1,32 %",""
"1","biweight_h264_pixels16x16_c","main.xex","609","609","1,20 %","1,20 %",""
"1","ff_h264_idct_dc_add_c","main.xex","570","570","1,13 %","1,13 %",""
"1","write_back_motion","main.xex","556","556","1,10 %","1,10 %",""
"1","ff_h264_idct8_add_c","main.xex","555","555","1,10 %","1,10 %",""
"1","hl_motion","main.xex","23881","550","47,23 %","1,09 %",""
"1","loop_filter","main.xex","9411","539","18,61 %","1,07 %",""
